Data;Prec;Temp;Umidade;VentoRaj;Coluna1
2018-06-19;;10,716667;89,333333;8,7;
2018-06-20;;14,141667;82,125;7,2;
2018-06-21;;15,833333;77,666667;10,4;
2018-06-22;;9,420833;70,208333;7;
2018-06-23;;11,9;84,75;10,1;
2018-06-24;;9,779167;75,541667;8,7;
2018-06-25;;9,791667;81,083333;7,3;
2018-06-26;;9,7;77,916667;6,2;
2018-06-27;;10,470833;79,291667;5,7;
2018-06-28;;11,104167;92,958333;5,2;
2018-06-29;;14,2625;92,25;7,3;
2018-06-30;;14,4875;91,458333;5,7;
2018-07-01;;15,516667;87,416667;8,6;
2018-07-02;;15,583333;90,75;13,8;
2018-07-03;;9,404167;73,5;13,6;
2018-07-04;,4;8,0375;73,875;8,1;
2018-07-05;,4;10,504167;80,833333;4,2;
2018-07-06;,4;13,8625;80,416667;8,1;
2018-07-07;35,8;14,241667;91,375;17;
2018-07-08;12;13,491667;86,083333;14,4;
2018-07-09;7,8;12,008333;86,375;14,9;
2018-07-10;2;11,933333;83,458333;9,6;
2018-07-11;,4;10,520833;89,666667;5,2;
2018-07-12;0;10,25;88,875;5,8;
2018-07-13;,2;12,4;77,791667;7,3;
2018-07-14;,2;14,054167;82,166667;7,1;
2018-07-15;0;16,258333;81,583333;8,1;
2018-07-16;15,6;13,645833;80,833333;9,3;
2018-07-17;18;15;87,291667;16,5;
2018-07-18;32;17,25;90,416667;9,9;
2018-07-19;4;18,525;82,666667;9,7;
2018-07-20;1;15,6125;85,958333;13,7;
2018-07-21;4,6;10,375;59,916667;15,2;
2018-07-22;0;10,175;78,958333;11,3;
2018-07-23;12,6;10,891667;84,416667;12,3;
2018-07-24;1,2;11,7875;73,333333;10;
2018-07-25;1;13,8125;84,416667;10,4;
2018-07-26;42,8;14,8625;90,708333;14,6;
2018-07-27;7;11,775;83,125;8,3;
2018-07-28;0;12,104167;91,583333;7,6;
2018-07-29;26,2;12,670833;79,541667;14,9;
2018-07-30;,2;12,133333;76,541667;10,5;
2018-07-31;0;9,345833;77,416667;10;
2018-08-01;,2;8,108333;81,5;6,6;
2018-08-02;,2;12,8;83,333333;8,6;
2018-08-03;0;14,491667;88,458333;7,1;
2018-08-04;0;13,85;89,916667;9,9;
2018-08-05;,2;11,804167;79,625;11,7;
2018-08-06;,2;11,845833;80,166667;6,7;
2018-08-07;0;14,066667;76,833333;11,1;
2018-08-08;0;14,895833;86,125;15,9;
2018-08-09;2,6;11,145833;81,458333;17,9;
2018-08-10;2,4;10,108333;84,291667;16,1;
2018-08-11;2,4;13,945833;89,041667;10,9;
2018-08-12;2;14,375;86,25;5,4;
2018-08-13;1,2;15,970833;80,166667;10,6;
2018-08-14;,2;14,558333;85,416667;12,6;
2018-08-15;0;11,329167;80,458333;8,3;
2018-08-16;0;12,0125;81,833333;8,3;
2018-08-17;0;15,870833;73,333333;12,1;
2018-08-18;0;16,2625;74,875;10,6;
2018-08-19;0;13,05;87,25;13,3;
2018-08-20;0;9,35;72,958333;11,8;
2018-08-21;0;10,775;76,875;10,3;
2018-08-22;0;11,233333;85,916667;10,1;
2018-08-23;0;12,025;87,916667;9,6;
2018-08-24;0;12,825;91,166667;16,7;
2018-08-25;0;10,383333;71,208333;17,5;
2018-08-26;0;9,541667;60,541667;12,9;
2018-08-27;0;11,7125;63,208333;8,3;
2018-08-28;0;14,104167;73;7,6;
2018-08-29;0;16,583333;76,75;9,5;
2018-08-30;30,4;17,270833;89,208333;16,1;
2018-08-31;5,6;13,916667;91,708333;13,5;
2018-09-01;34,8;13,433333;89,791667;13,1;
2018-09-02;9;14,725;90,791667;15;
2018-09-03;1,6;15,033333;86,5;12,1;
2018-09-04;0;14,4625;79,541667;10;
2018-09-05;,4;14,175;78,083333;8,2;
2018-09-06;0;16,820833;70,958333;6,8;
2018-09-07;0;18,933333;70,458333;6,9;
2018-09-08;,2;16,725;81,875;8,6;
2018-09-09;0;16,908333;76,791667;10,9;
2018-09-10;0;16,058333;73,333333;10,1;
2018-09-11;0;15,716667;69,083333;10,6;
2018-09-12;0;15,8375;73,416667;11,2;
2018-09-13;0;17,066667;80,958333;10,1;
2018-09-14;2,8;16,566667;89,375;9,6;
2018-09-15;6,2;17,245833;84,083333;12,2;
2018-09-16;0;17,575;84,625;13;
2018-09-17;0;17,995833;85,666667;12,3;
2018-09-18;,4;17,7;87,375;8,6;
2018-09-19;,2;18,579167;78,875;12,3;
2018-09-20;0;16,408333;69,791667;7,5;
2018-09-21;0;18,8;77,375;8,2;
2018-09-22;0;22,4625;76,166667;11,7;
2018-09-23;28,6;19,716667;86,041667;23,1;
2018-09-24;20,4;18,141667;83,916667;9,9;
2018-09-25;0;17,6625;77,375;11,9;
2018-09-26;,4;19,608333;85,458333;11,2;
2018-09-27;29,2;16,966667;90,75;10,1;
2018-09-28;2,2;18,079167;89,708333;11,5;
2018-09-29;,4;20,770833;82,625;20,4;
2018-09-30;38,6;20,491667;78,041667;15,6;
2018-10-01;1,4;18,816667;85,458333;17,4;
2018-10-02;5,2;14,391667;63,125;14,3;
2018-10-03;0;13,175;71,875;9,2;
2018-10-04;0;15,495833;62,875;13,1;
2018-10-05;0;12,666667;70,25;10;
2018-10-06;0;12,925;74,75;8,8;
2018-10-07;0;18,675;74,875;9,4;
2018-10-08;0;20,966667;80,166667;10,2;
2018-10-09;4,8;19,716667;88,458333;13,5;
2018-10-10;8,4;16,858333;73,041667;11,1;
2018-10-11;;14,854167;62,833333;9;
2018-10-12;;16,183333;84,5;16,3;
2018-10-13;;15,954167;85,166667;15,6;
2018-10-14;;15,429167;75,708333;7,9;
2018-10-15;;17,504167;70,75;6,4;
2018-10-16;;20,158333;77,708333;10,1;
2018-10-17;;22,175;79,166667;10,4;
2018-10-18;;21,4;85,375;10,5;
2018-10-19;;18,433333;73,375;12,2;
2018-10-20;;16,7125;53,208333;8,6;
2018-10-21;;17,733333;56,875;9,9;
2018-10-22;;20,195833;71,5;8,6;
2018-10-23;;18,041667;70,625;9,5;
2018-10-24;;18,045833;61,875;12,7;
2018-10-25;;19,545833;77,291667;12,6;
2018-10-26;;19,091667;84,708333;10,8;
2018-10-27;;18,5125;77,125;11,8;
2018-10-28;;18,454167;66,791667;7,7;
2018-10-29;;19,054167;65;13;
2018-10-30;;21,154167;73,041667;10;
2018-10-31;;21,008333;81,75;10,8;
2018-11-01;;16,645833;73,166667;10,8;
2018-11-02;;15,254167;71,208333;10,1;
2018-11-03;;19,3125;71,583333;13,1;
2018-11-04;;17,9;75,75;7,3;
2018-11-05;;20,3875;70,333333;12,4;
2018-11-06;;21,05;76,541667;9;
2018-11-07;;20,125;72,833333;12,1;
2018-11-08;;21,333333;66,916667;15;
2018-11-09;;22,754167;65,125;15;
2018-11-10;;24,3625;73;10;
2018-11-11;;23,545833;80,791667;8,7;
2018-11-12;;23,129167;83,083333;10,8;
2018-11-13;;24,2375;79,25;14,5;
2018-11-14;;24,55;62,791667;17,3;
2018-11-15;;23,0875;51,625;9,3;
2018-11-16;;20,058333;70;9,8;
2018-11-17;;21,266667;77,25;15,3;
2018-11-18;;19,8875;70,625;15,5;
2018-11-19;;17,620833;49,541667;9,7;
2018-11-20;;20,225;64,333333;9,4;
2018-11-21;;22,75;69,458333;9,8;
2018-11-22;;23,745833;70,041667;12;
2018-11-23;;22,704167;81,583333;7,2;
2018-11-24;;22,104167;85,875;15,4;
2018-11-25;;18,6125;67,25;11,9;
2018-11-26;;18,020833;67,333333;9;
2018-11-27;;21,141667;65,208333;14,9;
2018-11-28;;21,625;78,083333;11,8;
2018-11-29;;23,054167;80;9,8;
2018-11-30;;21,9;77,333333;8;
2018-12-01;;20,820833;78,291667;16,4;
2018-12-02;;17,029167;65,125;15,7;
2018-12-03;;16,879167;53,208333;12,6;
2018-12-04;;20,479167;50,5;15,1;
2018-12-05;,2;17,833333;70;12,1;
2018-12-06;0;16,879167;70,75;13,8;
2018-12-07;0;15,629167;64,958333;10,4;
2018-12-08;0;16,333333;64,416667;8,5;
2018-12-09;0;21,675;62,083333;12;
2018-12-10;0;23,616667;66,541667;14,5;
2018-12-11;0;24,083333;68,666667;15,6;
2018-12-12;6;23,1125;79,041667;9,1;
2018-12-13;0;21,991667;69,375;12,4;
2018-12-14;,4;23,354167;74,625;15,9;
2018-12-15;1,4;22,2;68,166667;8,5;
2018-12-16;0;22,829167;73,583333;9,5;
2018-12-17;0;24,341667;83,791667;17,6;
2018-12-18;6,8;20,429167;84,083333;9,5;
2018-12-19;,2;21,1625;83,208333;11,5;
2018-12-20;18,4;23,3125;86,208333;8;
2018-12-21;,2;22,933333;86,708333;6,5;
2018-12-22;12,6;23,675;73,541667;10,6;
2018-12-23;0;21,270833;76,208333;8,7;
2018-12-24;0;22,25;72,125;8,5;
2018-12-25;0;22,766667;66,375;12;
2018-12-26;0;23,254167;71,041667;11,9;
2018-12-27;0;24,254167;73,083333;11,2;
2018-12-28;0;26,104167;73,458333;9,2;
2018-12-29;0;25,079167;78,5;11,3;
2018-12-30;0;26,720833;69,958333;12,8;
2018-12-31;0;23,445833;75,583333;9,5;
2019-01-01;0;25,3375;81,083333;10,2;
2019-01-02;0;27,666667;76,958333;11,8;
2019-01-03;18,8;22,020833;82,041667;14,9;
2019-01-04;1;20,004167;66,625;7,7;
2019-01-05;0;22,533333;62,708333;12,7;
2019-01-06;0;25,641667;68,833333;11,9;
2019-01-07;11;26,595833;77,208333;15,4;
2019-01-08;0;24,429167;69,166667;14,6;
2019-01-09;22,8;24,195833;77,416667;8,9;
2019-01-10;35,8;23,3;82,375;10,6;
2019-01-11;0;21,745833;77,416667;9,2;
2019-01-12;0;22,233333;75,583333;10,6;
2019-01-13;3;23,966667;83,583333;9,8;
2019-01-14;5;26,154167;79,333333;8,7;
2019-01-15;,2;25,404167;85,333333;11,1;
2019-01-16;46;25,329167;83,041667;11,6;
2019-01-17;2,2;22,75;81,833333;8,1;
2019-01-18;5,2;21,491667;87,166667;13,5;
2019-01-19;50,2;19,570833;79,375;21;
2019-01-20;1,6;21,745833;67,083333;9,5;
2019-01-21;,2;23,2625;75,083333;7,8;
2019-01-22;0;25,245833;73,708333;8,8;
2019-01-23;0;26,175;79,5;9,8;
2019-01-24;0;24,129167;81,125;9,2;
2019-01-25;0;24,770833;76,666667;11,8;
2019-01-26;0;27,204167;74,208333;11,4;
2019-01-27;0;27,0125;75,541667;10,5;
2019-01-28;0;29,254167;70,25;18,6;
2019-01-29;0;30,779167;61;11;
2019-01-30;0;28,883333;67,5;19;
2019-01-31;19,2;25,0125;79,958333;9,8;
2019-02-01;,4;25,654167;81,166667;9,4;
2019-02-02;3,8;24,845833;76,708333;13,2;
2019-02-03;0;21,9625;58,125;11,8;
2019-02-04;0;21,504167;57,708333;8,7;
2019-02-05;0;21,1125;69,375;7,9;
2019-02-06;0;23,025;73,166667;8,8;
2019-02-07;,6;23,9;77,375;9,1;
2019-02-08;5;24,958333;76,208333;7,4;
2019-02-09;0;26,470833;73,5;8,1;
2019-02-10;0;26,8375;77,041667;7,7;
2019-02-11;4,8;26,05;77,833333;16;
2019-02-12;12,8;21,0375;72,375;14,9;
2019-02-13;0;19,320833;73,791667;7,9;
2019-02-14;,2;22,691667;62,583333;10,6;
2019-02-15;0;23,570833;68,583333;11,9;
2019-02-16;0;24,4375;71,916667;9,6;
2019-02-17;0;24,6125;69,875;9,6;
2019-02-18;0;24,975;66,208333;10,1;
2019-02-19;0;25,304167;76,5;8,2;
2019-02-20;0;27,066667;68,416667;6,6;
2019-02-21;0;28,191667;61,958333;8,5;
2019-02-22;0;26,6625;70,166667;11,5;
2019-02-23;0;27,966667;69,208333;7,2;
2019-02-24;2,6;24,183333;79,166667;14,7;
2019-02-25;1,6;21,679167;66,791667;7,8;
2019-02-26;0;19,416667;59,5;10,1;
2019-02-27;0;17,9125;56,875;6,5;
2019-02-28;0;20,458333;60,625;8,3;
2019-03-01;0;23,845833;57,666667;7,1;
2019-03-02;0;24,783333;64,375;12,6;
2019-03-03;,8;20,075;69,958333;9,5;
2019-03-04;,2;24,495833;70,541667;11,2;
2019-03-05;3,8;25,620833;80,958333;9,9;
2019-03-06;0;25,379167;77,583333;9,1;
2019-03-07;0;27,4;72,666667;7,5;
2019-03-08;0;24,745833;75,375;14,1;
2019-03-09;3;21,9375;61,416667;13,1;
2019-03-10;,2;21,595833;57,416667;12,5;
2019-03-11;0;22,570833;58,541667;12,5;
2019-03-12;0;23,633333;72,333333;10,5;
2019-03-13;0;23,504167;68,25;9,6;
2019-03-14;0;20,804167;71,791667;8,1;
2019-03-15;0;22,220833;73,333333;7,2;
2019-03-16;0;23,3125;78;13,3;
2019-03-17;4,8;23,995833;82;13,8;
2019-03-18;0;22,5375;85;9,3;
2019-03-19;5,2;21,745833;77,416667;12,1;
2019-03-20;,2;17,704167;74,25;12,2;
2019-03-21;1,8;16,479167;66,083333;8,6;
2019-03-22;0;19,245833;67,041667;7,7;
2019-03-23;0;20,195833;66,791667;6,5;
2019-03-24;0;22,570833;62,041667;11,9;
2019-03-25;0;17,229167;69,208333;11,7;
2019-03-26;,2;18,016667;81,458333;9,7;
2019-03-27;3,4;20,495833;65,541667;11,2;
2019-03-28;0;21,8;59,958333;12;
2019-03-29;0;22,720833;67,541667;12,2;
2019-03-30;0;22,3125;76,125;8,8;
2019-03-31;0;22,383333;77,916667;6,8;
2019-04-01;0;22,070833;82,708333;7,4;
2019-04-02;0;23,979167;78,916667;6,7;
2019-04-03;0;23,9625;77,458333;9,6;
2019-04-04;0;24,820833;78,625;10;
2019-04-05;4,4;21;78,208333;13,6;
2019-04-06;0;20,208333;67,541667;10,1;
2019-04-07;,4;20,504167;67,916667;7,2;
2019-04-08;0;17,775;77,625;6,8;
2019-04-09;0;18,433333;77;9,1;
2019-04-10;0;22,391667;68,291667;11,4;
2019-04-11;0;22,616667;76,958333;11,5;
2019-04-12;3,4;18,891667;78,708333;7,1;
2019-04-13;0;20,7125;78,375;9,6;
2019-04-14;0;24,066667;78,416667;9,4;
2019-04-15;0;21,1625;79,416667;9,5;
2019-04-16;21,6;20,116667;67,5;14,4;
2019-04-17;,4;20,791667;68,708333;7,4;
2019-04-18;0;18,391667;78,5;4,6;
2019-04-19;0;20,5125;73,166667;6,1;
2019-04-20;0;20,316667;74,041667;11;
2019-04-21;0;16,6;74,541667;8,3;
2019-04-22;0;14,716667;75,333333;9,1;
2019-04-23;0;16,3375;77,125;8,8;
2019-04-24;1,4;19,520833;84,291667;10,5;
2019-04-25;0;20,6;75,916667;10,8;
2019-04-26;6;19,945833;87,291667;15;
2019-04-27;25,8;21,825;86,708333;13,8;
2019-04-28;0;18,125;79,125;11;
2019-04-29;0;16,895833;78,333333;5,3;
2019-04-30;,2;16,8625;79,416667;11,5;
2019-05-01;,2;19,441667;70,208333;8,1;
2019-05-02;0;19,170833;82,541667;6,5;
2019-05-03;,2;20,804167;83,791667;7,1;
2019-05-04;1,6;21,35;88,958333;7,9;
2019-05-05;0;23,079167;86,958333;8,9;
2019-05-06;3,6;20,708333;83,791667;12,7;
2019-05-07;0;15,6875;77,541667;8,1;
2019-05-08;0;19,345833;63,625;9,9;
2019-05-09;0;20,6125;77,791667;10,9;
2019-05-10;4,2;21,370833;84,166667;12,9;
2019-05-11;1;16,395833;80,833333;12,1;
2019-05-12;,2;15,054167;84,458333;6,8;
2019-05-13;0;15,404167;88,708333;8,4;
2019-05-14;22,2;17,095833;81,875;11;
2019-05-15;,4;18,608333;67,916667;8,8;
2019-05-16;0;18,866667;72,875;9,6;
2019-05-17;0;19,845833;63,875;12,4;
2019-05-18;0;20,179167;78,125;12,5;
2019-05-19;0;20,633333;81,833333;8,8;
2019-05-20;,4;19,895833;88;6,5;
2019-05-21;7,2;20,466667;86,041667;8;
2019-05-22;,2;19,3125;75,5;9,2;
2019-05-23;,4;17,65;69,625;9,1;
2019-05-24;0;13,804167;79,208333;7,9;
2019-05-25;0;12,433333;72,833333;5,6;
2019-05-26;0;14,095833;81,25;6,2;
2019-05-27;,2;17,175;83,833333;6,9;
2019-05-28;,2;17,375;83,083333;7,4;
2019-05-29;,2;13,791667;83,416667;8,1;
2019-05-30;0;15,404167;71,041667;8,8;
2019-05-31;2;16,641667;67,375;9,2;
2019-06-01;0;15,445833;70,958333;6,3;
2019-06-02;0;15,083333;80,416667;5,7;
2019-06-03;0;13,795833;80;8,3;
2019-06-04;,2;12,258333;75,625;5,6;
2019-06-05;0;15,295833;74,5;9,5;
2019-06-06;0;17,6625;75,958333;10,6;
2019-06-07;0;16,575;81,75;11,2;
2019-06-08;0;12,170833;74,625;6,9;
2019-06-09;,2;12,816667;80,083333;9,6;
2019-06-10;,2;19,4625;79,916667;8,9;
2019-06-11;,2;18,7125;80,541667;7,8;
2019-06-12;,2;18,5125;84,916667;8,4;
2019-06-13;,6;19,945833;84,958333;9,8;
2019-06-14;0;21,9625;76,291667;7,8;
2019-06-15;0;20,108333;85,791667;5,2;
2019-06-16;0;19,620833;90;6,8;
2019-06-17;0;20,754167;87,708333;8;
2019-06-18;0;20,583333;81,458333;9,5;
2019-06-19;4;14,970833;67,708333;15,4;
2019-06-20;0;12,229167;74,75;8,1;
2019-06-21;0;13,954167;84,333333;8,5;
2019-06-22;,2;18,4875;82;6,6;
2019-06-23;0;21,4125;72,291667;9,6;
2019-06-24;0;20,845833;73,583333;7,1;
2019-06-25;0;16,895833;74,708333;16,6;
2019-06-26;,2;7,879167;61,541667;12;
2019-06-27;0;9,245833;77,25;9,8;
2019-06-28;0;15,845833;90,416667;10,6;
2019-06-29;32,2;20,054167;82,791667;11,1;
2019-06-30;,2;17,345833;78,333333;13,5;
2019-07-01;0;9,833333;71,25;10,5;
2019-07-02;0;9,266667;69,958333;7,3;
2019-07-03;0;9,041667;62,708333;15,3;
2019-07-04;0;6,8375;63,125;14,8;
2019-07-05;0;5,825;73,041667;19,5;
2019-07-06;1,2;6,2875;74,375;13;
2019-07-07;0;5,629167;74,25;5;
2019-07-08;0;7,975;80,666667;5,2;
2019-07-09;,2;9,120833;82,958333;5,4;
2019-07-10;,4;11,233333;88,125;4,6;
2019-07-11;0;13,958333;82,916667;4,6;
2019-07-12;0;14,625;85,375;11,7;
2019-07-13;3,2;13,2375;86,041667;9,3;
2019-07-14;0;10,091667;81,875;8,6;
2019-07-15;0;7,366667;84,333333;7,9;
2019-07-16;,4;9,595833;82,25;8,2;
2019-07-17;,2;9,670833;88,958333;5,8;
2019-07-18;0;14,583333;85,708333;12,3;
2019-07-19;0;15,195833;84,375;6,3;
2019-07-20;0;17,941667;74,791667;7,7;
2019-07-21;,2;18,116667;74,958333;12,6;
2019-07-22;0;17,120833;84,083333;10,9;
2019-07-23;24,4;15,4875;92,833333;5,5;
2019-07-24;13,8;13,8875;91,291667;14,1;
2019-07-25;12,6;14,604167;86,791667;12,7;
2019-07-26;57,2;15,245833;84,541667;14,6;
2019-07-27;0;12,091667;78,041667;10,5;
2019-07-28;,2;10,575;85,375;6;
2019-07-29;0;14,504167;86,875;6,1;
2019-07-30;6,6;14,1;80,291667;9,8;
2019-07-31;0;13,316667;80,25;9,6;
2019-08-01;0;14,5375;85;14,8;
2019-08-02;17;11,016667;69,583333;13,6;
2019-08-03;0;9,370833;66,958333;14;
2019-08-04;0;7,5375;77,25;5,3;
2019-08-05;0;11,066667;80,958333;10,2;
2019-08-06;0;15,416667;79,166667;9,1;
2019-08-07;0;18,941667;73,791667;7,5;
2019-08-08;0;14,5625;89,666667;12,9;
2019-08-09;24,2;15,55;91,291667;10,3;
2019-08-10;17;13,733333;85,791667;13,9;
2019-08-11;1;11,8125;79,791667;9,8;
2019-08-12;0;13,420833;85,666667;8,2;
2019-08-13;,2;9,125;68,583333;16,8;
2019-08-14;0;8,0125;75,083333;10,5;
2019-08-15;,2;11,825;80,625;9,9;
2019-08-16;0;14,8;77,583333;8,4;
2019-08-17;0;20,070833;65,666667;12,1;
2019-08-18;0;11,6;74,083333;12,3;
2019-08-19;0;8,733333;70,291667;12,3;
2019-08-20;0;8,416667;75,625;8;
2019-08-21;0;9,379167;77,875;7,6;
2019-08-22;0;9,125;85,625;7,2;
2019-08-23;0;10,658333;80,958333;7,4;
2019-08-24;,2;10,866667;82,75;7,4;
2019-08-25;0;16;72,625;15,4;
2019-08-26;0;16,229167;79,208333;13,4;
2019-08-27;,4;14,966667;83,125;6,9;
2019-08-28;0;15,479167;88,5;8,4;
2019-08-29;0;20,983333;73,666667;10,3;
2019-08-30;0;17,083333;87,208333;10,8;
2019-08-31;37,2;14,725;83,125;10,8;
2019-09-01;,2;12,733333;71;9,9;
2019-09-02;0;10,895833;68,125;6,5;
2019-09-03;0;10,241667;64,833333;10,6;
2019-09-04;0;8,625;62,916667;12,1;
2019-09-05;0;9,2125;69,625;9,2;
2019-09-06;0;14,2875;76,416667;12,7;
2019-09-07;31,4;16,045833;89,583333;15,6;
2019-09-08;20,8;17,733333;90,166667;13,6;
2019-09-09;31;19,154167;85,916667;13,5;
2019-09-10;4,2;14,366667;87,833333;12,8;
2019-09-11;34;14,491667;92,875;9,5;
2019-09-12;27,8;15,029167;88,791667;10,2;
2019-09-13;0;12,441667;77,375;6,9;
2019-09-14;0;15,2875;78,75;12,1;
2019-09-15;0;18,729167;83,625;9,3;
2019-09-16;5,6;15,420833;90,708333;13,3;
2019-09-17;8,4;13,895833;55,041667;8,1;
2019-09-18;,2;14,2375;63,666667;11,2;
2019-09-19;0;16,216667;77,791667;8,7;
2019-09-20;0;12,704167;55,375;13,4;
2019-09-21;0;12,2375;59,166667;6,4;
2019-09-22;0;12,975;61,291667;9,9;
2019-09-23;0;12,529167;70,25;8,2;
2019-09-24;0;16,425;73,083333;7,6;
2019-09-25;0;16,620833;83,333333;6,9;
2019-09-26;0;18,066667;76,208333;10,7;
2019-09-27;0;14,529167;74,125;9,4;
2019-09-28;0;16,441667;64,708333;12,3;
2019-09-29;0;17,929167;77,75;9,5;
2019-09-30;0;20,295833;74,583333;14,1;
2019-10-01;0;21,266667;76,541667;14;
2019-10-02;11,8;18,333333;87,416667;13,8;
2019-10-03;8,6;16,845833;74,958333;12;
2019-10-04;10,2;16,729167;90,916667;12;
2019-10-05;5,4;16,491667;87,708333;11,6;
2019-10-06;0;15,6375;78,416667;9,4;
2019-10-07;0;17,783333;74;8;
2019-10-08;0;19,566667;70,458333;9,3;
2019-10-09;0;19,633333;62,875;8,6;
2019-10-10;0;22,1625;69,625;9,1;
2019-10-11;0;22,658333;73,291667;12,5;
2019-10-12;0;21,033333;79,833333;15,1;
2019-10-13;2;19,733333;86,166667;19,1;
2019-10-14;12,6;14,5875;76,375;13,3;
2019-10-15;8;16,0875;69,333333;13,8;
2019-10-16;,4;16,375;85,041667;14,9;
2019-10-17;26;17,475;91,333333;18,1;
2019-10-18;18,2;19,466667;82,75;13,6;
2019-10-19;0;15,3125;73,291667;10,7;
2019-10-20;0;15,479167;72,291667;9,5;
2019-10-21;0;16,029167;77,333333;11,6;
2019-10-22;8,6;16,108333;75,291667;8,6;
2019-10-23;0;19,141667;64,583333;7,6;
2019-10-24;0;20,029167;63,875;11,6;
2019-10-25;0;19,016667;66,416667;6;
2019-10-26;0;21,091667;60,458333;10,3;
2019-10-27;8,2;21,725;80,916667;12,9;
2019-10-28;0;22,4;79,625;10,5;
2019-10-29;39,6;20,616667;86;18;
2019-10-30;27;19,679167;88,416667;21,5;
2019-10-31;10;19,120833;77,25;12,4;
2019-11-01;0;20,158333;68,416667;12,6;
2019-11-02;0;21,525;84,541667;15,4;
2019-11-03;5,4;19,120833;76,75;11,1;
2019-11-04;,2;19,0625;83,041667;9,6;
2019-11-05;19;19,375;78,166667;13,8;
2019-11-06;0;18,445833;58,666667;8,4;
2019-11-07;0;20,575;71,583333;9,1;
2019-11-08;0;20,370833;79,5;8;
2019-11-09;0;22,116667;81,583333;11,7;
2019-11-10;0;21,666667;76,833333;9,9;
2019-11-11;0;20,275;69,833333;12,3;
2019-11-12;0;20,491667;77,041667;12,9;
2019-11-13;0;22,541667;80,833333;12,4;
2019-11-14;16,6;21,6875;82,625;13,7;
2019-11-15;0;19,170833;71,041667;11;
2019-11-16;0;19,4375;71,625;5,8;
2019-11-17;0;23,0375;50,083333;7,2;
2019-11-18;0;23,7125;62,291667;8,2;
2019-11-19;0;22,5;75,291667;10,5;
2019-11-20;0;23,0625;77,875;9,8;
2019-11-21;0;22,95;80,166667;11,1;
2019-11-22;0;22,408333;85,25;12,5;
2019-11-23;,6;20,345833;58,875;12,6;
2019-11-24;0;19,6875;54,458333;11,2;
2019-11-25;0;20,129167;59,583333;13,9;
2019-11-26;0;21,283333;71,25;16,5;
2019-11-27;4;20,2125;74,75;14,6;
2019-11-28;0;19,895833;63,125;9,6;
2019-11-29;0;22,7;58,791667;13,3;
2019-11-30;0;24,033333;64,25;8,1;
2019-12-01;0;19,65;58,208333;14;
2019-12-02;0;16,616667;61;10,2;
2019-12-03;0;17,775;63,166667;9,9;
2019-12-04;0;22,475;67,958333;9,1;
2019-12-05;0;20,429167;66,25;14,5;
2019-12-06;0;19,754167;60,291667;13,6;
2019-12-07;0;17,795833;65,416667;9,6;
2019-12-08;0;20,429167;65,75;8,3;
2019-12-09;0;25,295833;56,875;7,1;
2019-12-10;0;27,020833;51,75;7,8;
2019-12-11;0;26,304167;57,166667;8,7;
2019-12-12;0;24,770833;68,875;18,3;
2019-12-13;0;17,804167;59,375;17,1;
2019-12-14;0;21,275;65,5;10,8;
2019-12-15;11,8;23,320833;80,291667;15;
2019-12-16;1,8;20,954167;75,5;12,1;
2019-12-17;0;21,158333;69,25;6,5;
2019-12-18;0;22,529167;66,625;10,8;
2019-12-19;0;23,304167;67;13,3;
2019-12-20;0;24,566667;73,833333;11,8;
2019-12-21;21;23,604167;73,416667;15,8;
2019-12-22;,6;19,033333;68,208333;17,2;
2019-12-23;1;19,5875;59;12,2;
2019-12-24;0;22,75;55,125;9,1;
2019-12-25;0;24,620833;73,833333;10,5;
2019-12-26;0;23,4625;84;7,1;
2019-12-27;0;25,925;75,916667;10,1;
2019-12-28;0;26,641667;72,583333;11,2;
2019-12-29;2,6;26,958333;76,166667;8;
2019-12-30;0;24,729167;79,25;7,7;
2019-12-31;0;25,095833;79,166667;8;
2020-01-01;8,8;24,1125;82,166667;11,2;
2020-01-02;3;23,058333;66,833333;10,9;
2020-01-03;0;22,741667;65,583333;11,2;
2020-01-04;,4;22,7875;65,666667;11,6;
2020-01-05;0;23,554167;66,291667;10,1;
2020-01-06;0;25,616667;71,958333;13,7;
2020-01-07;1,4;23,208333;66,75;10,9;
2020-01-08;,2;23,425;55,291667;9,9;
2020-01-09;0;25,4625;72,791667;9,1;
2020-01-10;1,4;25,704167;84,25;7,9;
2020-01-11;2,2;24,4625;78,458333;8;
2020-01-12;,2;25,145833;63,333333;10;
2020-01-13;0;21,804167;63,875;9,6;
2020-01-14;0;24,891667;61,416667;11,7;
2020-01-15;0;26,325;78,541667;17,4;
2020-01-16;13;21,033333;60,166667;11,4;
2020-01-17;0;18,995833;62,541667;7,5;
2020-01-18;0;21,833333;57,166667;9,5;
2020-01-19;0;24,070833;71;9,4;
2020-01-20;0;25,920833;73,833333;8,7;
2020-01-21;,4;24,6875;77,333333;13,3;
2020-01-22;0;24,666667;70,541667;13,3;
2020-01-23;0;24,070833;66,625;11,9;
2020-01-24;0;23,820833;67,708333;10,3;
2020-01-25;0;25,133333;65,75;11,1;
2020-01-26;1,6;24,220833;73,875;9,7;
2020-01-27;0;24,829167;71;14,5;
2020-01-28;0;22,3875;63,875;10,1;
2020-01-29;0;25,520833;69,708333;10,4;
2020-01-30;0;25,066667;76,833333;9,4;
2020-01-31;0;22,829167;76,541667;9,6;
2020-02-01;6,2;21,441667;71,75;7,5;
