Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2013-12-01;0;23.8;21.1;19.5;80.2;.9;0;
2013-12-02;1;28.6;23.2;20.1;82.5;8.6;.1;
2013-12-03;18;31.9;24.7;19.5;76.1;12.6;.8;
2013-12-04;0;29;24.2;20.8;71;12.1;1.4;
2013-12-05;3.8;25.3;22.9;23;84.4;15;.6;
2013-12-06;30.8;25;22.3;18.8;64.9;13.7;.7;
2013-12-07;0;25.1;22;19.5;77.5;7.9;.2;
2013-12-08;.4;25.6;23.2;20.7;86;8.5;.3;
2013-12-09;2.2;28.3;25;23.1;83.3;10;.9;
2013-12-10;11.2;28;24.5;21.7;83.2;11.3;1.9;
2013-12-11;2.2;23.2;21.6;20.6;83.4;12.2;2.8;
2013-12-12;1;24.4;21.3;17.4;66.2;6.7;.1;
2013-12-13;0;26.5;22.6;19.3;65.9;11.1;.8;
2013-12-14;.2;27.5;23.8;21.5;76.1;10.6;.6;
2013-12-15;1;28.5;24.8;22.3;76.7;9.4;.5;
2013-12-16;0;29.7;24.8;21.2;75.8;6.8;.3;
2013-12-17;0;27.6;24.6;22.5;66.5;7.8;.3;
2013-12-18;.2;29.2;24.1;20.7;76.8;6.7;0;
2013-12-19;0;29;25;21.3;75.1;8.3;.2;
2013-12-20;0;28.3;25.1;22.3;76.7;9.8;.8;
2013-12-21;1.4;27.2;24.5;21.9;78.2;10.1;1.6;
2013-12-22;.2;26.6;23.7;22;81.3;11;1.6;
2013-12-23;4.4;27.6;24.4;22.3;80.2;11.3;2.5;
2013-12-24;.2;28.3;25.1;22.5;79.4;10.7;1.5;
2013-12-25;0;29.2;25.6;22;79.4;7.4;.3;
2013-12-26;0;32.9;27.4;23;74;7.1;.1;
2013-12-27;0;34.1;28;24.2;73.5;9.8;.5;
2013-12-28;1.2;31.5;27.1;22.5;73.7;7.2;0;
2013-12-29;0;33;27.7;23.8;74.2;9.8;.5;
2013-12-30;0;32.4;27.9;26.1;75.6;10.6;.3;
2013-12-31;5.6;36.7;28;24.1;77.5;9.8;.3;
2014-01-01;10.8;30.9;26.5;25.1;85.2;7.3;0;
2014-01-02;14.6;32.2;27.2;23.8;82.1;10.3;.7;
2014-01-03;.2;33.5;26.7;26.4;80.5;13.1;2.1;
2014-01-04;31.4;23.3;20.8;19.4;84.9;13.9;2;
2014-01-05;6;25.9;22;18.9;80.7;7.8;.2;
2014-01-06;0;29.7;24.3;20.5;82.1;6.6;.1;
2014-01-07;2;29.4;25.6;23;80.6;9.9;.7;
2014-01-08;0;30.4;26.1;24.6;80.4;13.2;.7;
2014-01-09;44.6;29.4;25.1;21.5;82.8;8.5;.2;
2014-01-10;0;32.5;27.3;24;78;10.5;.5;
2014-01-11;4.6;32.9;26.9;22.3;74.5;9.4;1.2;
2014-01-12;30.4;28.4;24.1;21.5;83;11.9;.3;
2014-01-13;3.4;30;24.9;22.2;83.3;9.8;.5;
2014-01-14;5;30.4;25.8;22;73.7;7.2;.1;
2014-01-15;.6;33.1;25.2;22.5;77.4;14.9;.5;
2014-01-16;18.2;28.6;23.8;20.6;81.3;7.1;0;
2014-01-17;0;30.8;25.1;19.9;74.5;7.8;.2;
2014-01-18;0;31.5;26;21;68.8;8.1;.4;
2014-01-19;0;31.8;26.5;21.6;70.9;9.1;.4;
2014-01-20;0;31;26.6;22.5;70.3;10.5;.6;
2014-01-21;0;30.8;26.1;21.4;70.2;12.2;.7;
2014-01-22;0;33.2;27.6;25.3;77.4;14.5;.8;
2014-01-23;12.8;31.7;27.1;22.9;81;11.3;1.1;
2014-01-24;0;33.6;28.8;24.8;73.3;10.5;.8;
2014-01-25;0;27.6;25.9;25.6;81.8;14.1;3.7;
2014-01-26;1.4;26.6;24.1;22.2;86.7;12.1;2.1;
2014-01-27;.8;31.4;27.1;23;79.7;11.3;1.1;
2014-01-28;0;31.4;28;24.9;75.1;9.8;1.3;
2014-01-29;0;34;28.4;24.1;74.3;9.8;1.3;
2014-01-30;0;32.5;27.8;23.6;77.9;10.9;1;
2014-01-31;0;32.2;27.7;24;78.5;11.1;.9;
2014-02-01;0;33.2;27.8;23.1;72.8;8.7;1;
2014-02-02;0;33.1;27.8;23.4;74;9.8;1.2;
2014-02-03;0;32.6;28.6;25;75.8;10.9;1.4;
2014-02-04;0;33.7;28.5;25.6;74.7;11.3;.9;
2014-02-05;9.8;33.3;27.9;24;76.7;10.4;1;
2014-02-06;0;32.7;28.6;25.4;75.3;11.3;1.2;
2014-02-07;0;32.8;28.4;24.4;77;10.7;1.3;
2014-02-08;0;33.5;28.9;26.2;77.4;12.5;2;
2014-02-09;0;33;28.3;23.5;71.3;10.5;.9;
2014-02-10;0;34.7;28.8;25.2;75.9;7.8;.2;
2014-02-11;0;33.4;28;23.2;72.7;9.7;1;
2014-02-12;0;32.6;28;23.4;73.8;10.8;.8;
2014-02-13;0;32;28;25.4;74.5;7.9;1.1;
2014-02-14;10.4;28.3;23.4;22.2;85.8;14.8;2.4;
2014-02-15;12.8;26.8;24.4;21.7;67.5;14.6;4.5;
2014-02-16;0;27.8;24.7;23.1;64.5;12.6;3.2;
2014-02-17;10.4;26.8;23.7;21.5;81.5;8.3;.7;
2014-02-18;4.2;29;24.4;20.2;75.3;7.2;.4;
2014-02-19;2.2;29;24.4;20.9;76.9;9.8;1;
2014-02-20;.2;29.1;24.9;21.2;75.8;10.1;1.1;
2014-02-21;0;29.5;25.1;22.4;79.7;9.7;1.1;
2014-02-22;.4;31.5;26.1;23.1;77.2;10;.7;
2014-02-23;.2;29.1;25.9;24.3;84.5;8.2;.4;
2014-02-24;51.2;31.4;25.8;21.2;80.3;9.3;.6;
2014-02-25;0;32.1;26.3;22.3;79.1;9.2;.7;
2014-02-26;.2;32.7;26.6;23.4;77.9;11.1;.6;
2014-02-27;14.2;29.1;24.5;22;84.1;11.9;1.6;
2014-02-28;2.2;25.3;22.2;19.1;79.7;9.5;.1;
2014-03-01;0;27.5;23.4;19.7;77.1;7.3;1;
2014-03-02;0;28.2;23.3;19.1;71.4;8;.5;
2014-03-03;0;27;24.1;20.6;75;6.3;.1;
2014-03-04;0;27.4;24.1;21.7;82.6;8.8;.1;
2014-03-05;11.8;28.3;23.9;21.3;83.4;7.9;.1;
2014-03-06;0;30.1;24.9;21.2;77.3;10;1.3;
2014-03-07;0;30.1;24.8;19.7;71.5;7.8;.6;
2014-03-08;0;29.2;24.4;20.6;73.2;7.3;.2;
2014-03-09;1.4;28.9;23.7;19.1;76.3;9.5;.7;
2014-03-10;0;30.1;26.3;23.4;79.2;10.8;1;
2014-03-11;10.8;27.2;23.3;20.9;84.3;9.9;.1;
2014-03-12;9;26.6;23.3;20.4;85.3;8.4;.8;
2014-03-13;4;24.7;23.1;22.5;89.5;8.6;.4;
2014-03-14;25.8;30.7;24.3;19.3;80;9.9;.6;
2014-03-15;0;30;26.4;24.1;80.3;12;1;
2014-03-16;4.8;31.7;26.2;22.8;80.5;7.6;.1;
2014-03-17;0;31.5;26.7;23.7;80.8;12.5;1.4;
2014-03-18;10.8;29.8;24.6;22.4;83;7.9;.2;
2014-03-19;3;28.7;24.6;21.7;83.6;7.5;.2;
2014-03-20;10;30.3;25;21.5;78.7;11.1;.2;
2014-03-21;0;31.9;25.4;22.6;78.2;11.2;.6;
2014-03-22;.6;27.1;22.7;20.4;78.6;15.8;2.6;
2014-03-23;0;25.3;20.4;15;57.6;12.4;.6;
2014-03-24;0;27.2;21.7;16.4;70.7;8.3;.5;
2014-03-25;0;28.8;23.4;18.7;72.1;6;.2;
2014-03-26;2.4;27.5;23.2;19.8;80.4;7.1;.1;
2014-03-27;11.2;27;23.6;22.1;88.1;5.7;0;
2014-03-28;11.6;29.3;24.6;20.9;79.6;9.1;.4;
2014-03-29;0;29.5;24.9;21;79;8.4;.6;
2014-03-30;0;28.5;25.8;24.9;81.5;10.7;1.2;
2014-03-31;4.8;28.1;25.2;23.4;86.2;8.9;.3;
2014-04-01;7.6;29.1;25.4;23.2;82.4;9.2;.5;
2014-04-02;12.8;26.3;24.1;20.2;82.6;15.8;3.5;
2014-04-03;12;26.9;24.2;21.4;83.5;12.7;2.2;
2014-04-04;10.6;28.3;24.1;21.1;83.4;6.2;.2;
2014-04-05;6;28.5;23.9;21.2;84.6;9.3;.5;
2014-04-06;0;29;24.9;20.6;76.5;9.3;.5;
2014-04-07;0;29.3;24.2;20.4;83.1;7.1;.2;
2014-04-08;0;29.7;25.1;21.2;76.1;10.3;.8;
2014-04-09;19.8;29.1;24.7;21.6;80.3;9.6;.9;
2014-04-10;0;28.1;25;21.8;73.6;9.8;.3;
2014-04-11;0;28.1;24.5;21.4;79.3;7.8;.2;
2014-04-12;5.4;27.4;25.7;23.3;84.5;10.1;.7;
2014-04-13;.2;25.7;22.7;19.5;73;11.4;1.9;
2014-04-14;0;22.8;20;16;61.7;10.4;2.3;
2014-04-15;0;24.1;19.3;14.7;73.5;7.6;0;
2014-04-16;3;26.8;21.9;18.7;81.7;5.9;0;
2014-04-17;10.2;25.5;21.8;19.5;89.8;7.6;.2;
2014-04-18;3.8;27.5;23.9;20.6;81.3;9.4;.6;
2014-04-19;0;27;22.9;20.2;85.6;8.1;.6;
2014-04-20;6.8;24.6;21.9;19.8;85.8;8.3;1;
2014-04-21;1;26;22;17.5;72.5;8;.3;
2014-04-22;0;25;21.8;20.4;82.3;12.6;1.4;
2014-04-23;1;23;21.1;19.3;75.2;10.5;1.4;
2014-04-24;0;22.6;20.4;18;74.8;6.9;.1;
2014-04-25;.4;23;19.8;18.1;75.5;10.9;1.4;
2014-04-26;0;22.8;19.2;14.3;70;9.9;1.2;
2014-04-27;0;23.2;19;14.7;73.6;9.4;1.2;
2014-04-28;2.2;25.5;19.4;16.4;73.6;9.4;.1;
2014-04-29;1;24.5;19.4;16.2;76.5;10.1;.5;
2014-04-30;0;22.5;20.4;18.6;84.3;5.1;0;
2014-05-01;3.8;26.9;22.3;19.3;74;12.4;.8;
2014-05-02;0;23.9;19.7;13.6;71.2;5.4;0;
2014-05-03;0;25.6;20.8;16;78.5;8.9;.6;
2014-05-04;0;29;22.7;19;75.9;5.8;0;
2014-05-05;0;26.6;22;19.2;83.2;5.4;0;
2014-05-06;.8;26.4;22.7;20.6;86.4;7.6;.2;
2014-05-07;0;26.1;22;18.3;87.5;4.8;0;
2014-05-08;0;24.4;22;20.3;88;8;.8;
2014-05-09;7.8;23.7;20.7;16.9;72.1;10.5;2.2;
2014-05-10;.4;22.2;18.9;17;81.1;9.6;.8;
2014-05-11;4.4;24.2;19.3;13.5;70;8.7;.4;
2014-05-12;.2;24.7;20.3;16.3;74.8;10.1;.7;
2014-05-13;0;26.2;20.6;16;76.4;6.3;.1;
2014-05-14;0;23.7;20.6;17.6;81.9;6;.1;
2014-05-15;0;26;20.6;16.3;83;7.6;.2;
2014-05-16;4.6;23.9;20.7;17.7;79.6;9.9;1.4;
2014-05-17;0;25.5;20.7;16;76;8.8;.3;
2014-05-18;0;24.9;20;15.7;83.7;6.7;.4;
2014-05-19;0;23.2;20.3;19;80.5;6.8;.6;
2014-05-20;0;24.9;19.9;17.8;84.8;7.9;.5;
2014-05-21;0;24.5;21;18.6;83.5;7.5;.3;
2014-05-22;20.2;23.8;21.2;19.9;88.8;8.6;.5;
2014-05-23;.2;21.9;17.7;17.4;75.4;14.4;3.2;
2014-05-24;2.8;18.1;14.4;10.7;75.9;6.8;.1;
2014-05-25;0;19.4;15.4;12.3;77.3;5.5;0;
2014-05-26;35.4;20.1;17;14.4;89;8.7;.8;
2014-05-27;4;19.1;17.4;14.7;74.8;9.6;1.6;
2014-05-28;0;20;16.8;13.1;76.4;8.1;.6;
2014-05-29;0;21.1;15.5;9.7;80.7;5.8;.1;
2014-05-30;.2;23.2;17;11.7;83.9;6.2;.1;
2014-05-31;0;20.7;17.8;15;90;5.1;0;
2014-06-01;5;26.6;20;17.9;81.2;7.9;.5;
2014-06-02;0;20.5;15.9;10.6;74.8;7.3;0;
2014-06-03;0;21.8;14.4;7.6;69.5;3.3;0;
2014-06-04;0;21.2;14.5;8.1;74.5;10.4;.9;
2014-06-05;7;19.7;17.2;14.8;90.3;6.8;0;
2014-06-06;35;20.5;18.3;16.2;92.2;8.2;.5;
2014-06-07;1.8;21.2;18.6;17.4;92.7;13.7;1.1;
2014-06-08;6.4;22.4;19;17.5;89.6;13.7;1.6;
2014-06-09;40.6;21.8;17.5;14.1;82.1;10.4;.6;
2014-06-10;0;22.6;16.5;12.3;82.8;3.8;0;
2014-06-11;0;22.6;17.6;13.4;85.3;6;.1;
2014-06-12;3.2;22.1;20.4;17.8;92.1;9;.6;
2014-06-13;0;22.6;21.2;20.5;88.8;7.7;.4;
2014-06-14;1.2;21;19.7;19.2;92.7;8.1;.8;
2014-06-15;.6;19.9;19;18.1;91.9;8.2;.6;
2014-06-16;1.8;25.8;20.7;16.6;85.9;7.7;.3;
2014-06-17;0;21.5;19.3;18.4;88.3;6.7;.1;
2014-06-18;12.6;18.2;16.3;15.2;81.7;11.7;3.3;
2014-06-19;2.2;17.2;14.1;10;57.7;9;.3;
2014-06-20;0;17.1;12.7;7.7;76.8;5.6;.1;
2014-06-21;0;19.8;14.5;9.5;80.3;5.7;0;
2014-06-22;0;21.9;16.7;12.2;85.1;6.1;0;
2014-06-23;.2;23.6;19.1;15.5;85.9;6.2;.2;
2014-06-24;0;27.3;20.2;17.3;81.8;8.3;.1;
2014-06-25;1.8;22.4;19.8;18.1;81.3;8.5;.2;
2014-06-26;6;23.1;19.9;18.2;82.9;7.7;.1;
2014-06-27;29.8;19.5;18.1;17.2;94.4;4.6;.1;
2014-06-28;29;18.8;18.1;17.6;95.7;7.8;.1;
2014-06-29;50.6;24.7;20.2;18;78.3;10.2;.8;
2014-06-30;0;22.7;19;16.8;56.7;11.4;1.7;
2014-07-01;0;22.9;17.2;11.5;69.3;7.9;.2;
2014-07-02;0;20.8;16.4;12.7;85.3;7.4;.1;
2014-07-03;0;24;18.9;15.5;76.8;7.9;.8;
2014-07-04;0;25.8;20.3;17.8;84.8;7.5;.2;
2014-07-05;0;20.6;19.5;18.5;91.4;7;.4;
2014-07-06;0;24.1;20.1;17.8;83.8;6.7;.1;
2014-07-07;0;20.4;17.4;17.2;81.1;12.9;3.8;
2014-07-08;0;18.3;16.2;14.7;73.2;9.2;1.2;
2014-07-09;0;18.9;16.6;14.8;84;0;0;
2014-07-10;0;19.9;17.6;16.2;88.7;5.1;0;
2014-07-11;0;20.6;16.1;13.3;90.8;6.6;.2;
2014-07-12;4.6;21.2;17.2;14.2;88.3;4.8;0;
2014-07-13;1.6;20.8;17.7;15;91.8;9.6;.2;
2014-07-14;9.4;22.1;19.4;17.2;80.9;9.8;1.1;
2014-07-15;0;22.4;18.6;14.2;83.3;10.1;.4;
2014-07-16;0;23.5;19.8;17.5;85.5;7.8;.4;
2014-07-17;0;23.2;20;16.7;83.8;9.8;1;
2014-07-18;.6;24.2;19.7;17.7;67.3;11;1.2;
2014-07-19;0;20.7;14.4;9.3;61.9;5.1;0;
2014-07-20;0;20.6;14;8.7;75.2;3.9;0;
2014-07-21;0;21.8;15.2;8.8;78.2;11.5;.6;
2014-07-22;0;22.8;19.6;14.6;73;9.7;1;
2014-07-23;0;22.3;20;17.4;81.3;8.9;.6;
2014-07-24;12.4;21.4;18.1;17.9;89.2;11.9;1.1;
2014-07-25;25.2;18.1;15;11.8;69.5;9.9;1.2;
2014-07-26;0;20;14.2;9.4;76.9;8;.4;
2014-07-27;0;18;15.1;10.6;71.6;8.4;1;
2014-07-28;0;18.8;15.4;12.5;75.7;4.5;0;
2014-07-29;0;20.1;16.4;12.5;85.2;6.5;.1;
2014-07-30;.8;23.5;19.2;15.2;79.3;9.3;1;
2014-07-31;0;21;17.8;13.9;84.8;7.1;0;
2014-08-01;0;24.2;19.4;16.4;82.3;11.7;1.6;
2014-08-02;10.2;26.1;19.8;14.5;77.8;8.9;.1;
2014-08-03;0;32.3;22.3;14.6;68.5;7.1;.2;
2014-08-04;0;25.2;18.8;16.3;80.3;15.5;1.5;
2014-08-05;15;18;14.8;9.3;66.6;7.4;.3;
2014-08-06;0;21.7;15.5;9.7;69.9;10.5;1.9;
2014-08-07;0;24.5;18.2;13.1;76.5;14.8;2.3;
2014-08-08;0;17.9;16.1;15.3;65.3;13.2;2.3;
2014-08-09;0;17.5;14.9;9.9;73.7;7.7;.9;
2014-08-10;0;22.1;18.5;13.7;77.6;7.8;.4;
2014-08-11;0;27.6;19.7;15;80.3;8.4;.5;
2014-08-12;0;25.1;19.4;16.8;86.3;10.7;1.2;
2014-08-13;16.8;17.5;15.2;12.3;58.5;14.4;3.9;
2014-08-14;0;19;12.2;6.2;59.7;10.7;.1;
2014-08-15;0;20.7;14.5;8.6;75.5;7.5;0;
2014-08-16;11.6;18.7;17.1;15.6;94;4.6;0;
2014-08-17;6.6;24;19.1;16.3;88.8;4.3;0;
2014-08-18;0;21.2;18.4;16.4;90;6.2;0;
2014-08-19;0;24.3;19.4;15.4;83.9;6.1;.1;
2014-08-20;0;21.3;18.3;16.1;89;5.9;.1;
2014-08-21;0;24.7;18.9;13.6;78.2;9.4;.8;
2014-08-22;.2;25.8;18.5;13;83;6.2;.1;
2014-08-23;0;22.1;19.1;16.4;86.3;9.3;.7;
2014-08-24;0;24.8;19.8;15.1;81;10.1;1.4;
2014-08-25;0;31.3;22.2;17.4;76.3;12.1;.8;
2014-08-26;11.2;24.3;18.9;14.4;65.8;11.7;1.1;
2014-08-27;0;20.6;15.3;11.3;60.3;8.4;1;
2014-08-28;0;17.9;13.7;10;73.3;7.9;1.4;
2014-08-29;0;21;15.4;9.6;71.6;7;.3;
2014-08-30;0;22.3;17.5;13.5;72.9;9.8;1;
2014-08-31;15.4;20.4;18.4;16.9;86.9;9.5;.6;
2014-09-01;6;24.2;18.9;15.3;86;8.1;.6;
2014-09-02;0;20.3;18.4;17.4;80.3;14.9;1;
2014-09-03;14.8;22.3;18;16.4;89.2;11.9;1.5;
2014-09-04;25;21.1;17.6;14.9;83.4;7.2;.1;
2014-09-05;2.8;20.6;18.4;15.5;76.8;9.4;.5;
2014-09-06;1.4;21.2;19.4;17.5;81.3;11.7;1.7;
2014-09-07;1.6;24.2;19.7;17.3;84.3;8.1;.9;
2014-09-08;0;24.2;19.9;17.7;81;8.4;.5;
2014-09-09;0;24.7;20.9;17.9;82.1;12.6;1.5;
2014-09-10;0;28.9;22.7;18.8;78;12.2;1.9;
2014-09-11;0;21.6;19.6;18.7;79;12.5;3.9;
2014-09-12;0;20.8;18.4;17;84;6.8;.1;
2014-09-13;.2;27;21.7;18.1;80.1;9.4;1;
2014-09-14;0;24.7;20.8;16;79.1;9.7;1.1;
2014-09-15;0;26.4;22.1;19.9;79.6;7.9;.8;
2014-09-16;0;24.2;19.3;14.7;73;9.7;1.2;
2014-09-17;0;22.4;19.1;14.9;66.9;9.7;.8;
2014-09-18;6;20.1;18.3;16.9;88.8;5.7;0;
2014-09-19;18.4;23.5;20.5;18.4;88.2;7.1;.4;
2014-09-20;0;25.7;21.3;18.9;84.5;8.2;.8;
2014-09-21;1.2;23.1;20;17.4;78;13;1.9;
2014-09-22;0;22.8;17.8;12.1;67.4;12.6;.5;
2014-09-23;.2;23.8;19.8;15.7;77.3;11.9;1.8;
2014-09-24;13.8;21.7;20;18.5;87.5;11.8;.6;
2014-09-25;8;24.1;20.6;18.5;78.8;8.4;1.1;
2014-09-26;9.2;27.2;21.5;19.6;85.2;14.5;2.2;
2014-09-27;9.4;20.5;18.6;16.9;81.5;12.9;2.5;
2014-09-28;.2;20.1;18.4;16.4;90.3;4.8;.1;
2014-09-29;34.6;23.1;21;18.3;90.1;9.3;.4;
2014-09-30;0;22.1;20;18;92.5;6.7;.2;
2014-10-01;35.6;25.3;21.4;19.8;83.9;13.9;2.3;
2014-10-02;0;22.7;18.9;15.2;65.9;15.1;2.9;
2014-10-03;0;22;18.7;14.3;61.8;8.5;.5;
2014-10-04;0;23.5;19.9;18;56;7.6;.3;
2014-10-05;0;23.3;20.5;18;54.5;10.2;1.1;
2014-10-06;.4;23.5;20.2;16.4;68.8;10.8;1.2;
2014-10-07;0;24.6;20.9;16.7;75.3;10.1;1.1;
2014-10-08;0;25.6;21.8;18;77.8;9.6;.9;
2014-10-09;0;25.9;22.1;19.2;78.8;13.7;1.2;
2014-10-10;0;26.5;22.4;18.1;79;9.3;1.1;
2014-10-11;0;25.3;22.3;20.2;82;10.8;2.7;
2014-10-12;10.6;26.2;22.5;20.3;86;9.5;1;
2014-10-13;0;25.2;22.3;21.9;88.5;15;1.2;
2014-10-14;63.4;24.6;21.3;19.4;89.3;12.4;1;
2014-10-15;.2;24.2;22.1;20.9;86.6;9.4;.3;
2014-10-16;.6;24.1;22.4;21.2;84.4;10.4;1.7;
2014-10-17;.2;28.7;23.1;20.8;79;15.5;.8;
2014-10-18;4.4;28.4;23.2;19.4;76.5;13.1;.6;
2014-10-19;1.2;25.6;22.6;20.3;84.9;12.4;.8;
2014-10-20;3.8;24.2;21.3;18.3;66.5;13;2.5;
2014-10-21;0;23.5;20.1;15.2;65.2;11;.9;
2014-10-22;0;24.7;20.9;17;66.3;9.1;.8;
2014-10-23;0;25.6;21.2;15.6;70.2;9.9;1.1;
2014-10-24;0;26.9;23.3;21;72;11.1;1.8;
2014-10-25;10.8;26.4;22.9;20.6;83.2;8.8;.7;
2014-10-26;.4;27.2;23.8;21.2;77.8;6.8;.1;
2014-10-27;1.2;26.9;23.4;20.1;76.9;9.8;1.2;
2014-10-28;0;27.2;23.5;20;70.5;11.3;1.5;
2014-10-29;0;27.7;23.3;20.1;71.7;12.6;1.9;
2014-10-30;0;29.5;24.3;20.4;74.5;13.5;1.1;
2014-10-31;2;27.1;23.6;21.5;80.8;7.2;.2;
2014-11-01;0;27.3;23.6;21.2;86.1;9.5;1.3;
2014-11-02;0;24.7;23.6;22.8;86.5;8.9;1.1;
2014-11-03;2.4;27.5;24.1;22.3;87;11.2;.9;
2014-11-04;7.8;27.3;24.4;22.4;84.2;9.1;.8;
2014-11-05;1.8;22.9;21.1;19.9;68.2;14.1;4;
2014-11-06;0;24.8;21.3;18.6;74.8;8.6;.4;
2014-11-07;8.8;26.9;23.3;20.4;75.6;11;.6;
2014-11-08;1.2;27;22.9;19.4;78.9;9.6;1.7;
2014-11-09;0;27.8;22.8;17.5;72.7;8.3;1.2;
2014-11-10;0;30.6;24.1;19.2;70.5;7.6;.5;
2014-11-11;0;27.8;23.5;20.1;74.2;10.2;1.2;
2014-11-12;0;27.5;23.9;21.8;71.3;10;1.1;
2014-11-13;2;27.4;23.3;20.9;75.4;15.2;2.6;
2014-11-14;0;23.8;21.7;20.3;63.7;12.8;3;
2014-11-15;0;25.2;20.8;15.1;61;7.7;.6;
2014-11-16;0;27.9;22.1;16.1;64.5;6.6;.2;
2014-11-17;0;28.5;22.7;17.6;62.6;7.5;.5;
2014-11-18;0;26.6;21.8;16.5;64.3;9.9;1;
2014-11-19;0;27.2;23.6;20.6;64.8;13.4;2.2;
2014-11-20;3;24.4;23;20.4;78.6;9.8;1;
2014-11-21;0;27.2;23.5;21.5;80.1;11.9;1.8;
2014-11-22;3.6;32;25.3;21.9;78.2;13.4;1.3;
2014-11-23;0;26.2;23.8;22.8;66.4;12.6;2.4;
2014-11-24;0;27;23.2;20.6;71.8;10;1.4;
2014-11-25;0;25.2;23.4;22.3;84.8;10.2;.5;
2014-11-26;59.6;25.9;22.8;21.3;89.4;11.6;1.8;
2014-11-27;0;27.9;24;19.3;73.3;11.2;1.7;
2014-11-28;0;27.1;23.9;21.5;76.8;7.7;.6;
2014-11-29;.2;27.4;24.6;21.7;71.1;9.4;1.2;
2014-11-30;0;27;24.6;23.6;74.3;11.1;1.9;
2014-12-01;0;28.5;25.1;22.8;76.9;9.9;1.7;
2014-12-02;0;29.7;26.2;23.3;76.6;10.7;1.2;
2014-12-03;0;31.5;25.5;22.7;79.8;13.1;2.5;
2014-12-04;1.8;26.1;23.4;19;69;12.8;3.4;
2014-12-05;0;27.7;22.7;17.6;63.6;8.3;.9;
2014-12-06;0;28.3;22.9;16.9;65.5;9.5;.9;
2014-12-07;0;30.2;25.2;20.9;73.8;14.7;1.2;
2014-12-08;0;30.1;26.5;23.9;73.3;11.4;1.7;
2014-12-09;0;30.5;25.9;22.3;77.3;10.3;1.4;
2014-12-10;1.2;29.5;26;23.7;79.9;10.4;1.2;
2014-12-11;.4;29.3;26;23.2;82.5;8.5;1;
2014-12-12;37;29.6;26;23.5;84.3;9.5;.7;
2014-12-13;15;29.5;25.1;22.8;84.5;12.9;.9;
2014-12-14;10;26.3;24;20.6;69.6;12.4;3.4;
2014-12-15;0;26.7;23.6;21.2;68.2;9;.8;
2014-12-16;0;27.1;23.4;19.4;71.7;10.5;1;
2014-12-17;0;29.3;24.4;20;68.4;9.8;1.2;
2014-12-18;0;27.9;24.1;22;79.4;8.6;.9;
2014-12-19;7.4;24.2;22.1;19.7;85;6.3;0;
2014-12-20;11.4;30.8;25;20.2;81.3;10.8;1.1;
2014-12-21;.6;29.1;25.8;23.1;83.6;11;1.7;
2014-12-22;22.6;26.6;23.8;22.3;82.4;12;3.7;
2014-12-23;.4;23.7;22.2;21.7;68.7;12;2.6;
2014-12-24;0;25.5;21.5;17.3;71;6.7;.3;
2014-12-25;1;23.9;21.6;19.3;88.3;5.1;0;
2014-12-26;10.2;30.4;25.1;22.1;86.3;10.6;.6;
2014-12-27;24.4;27.8;24.4;21.8;85;10.3;1.1;
2014-12-28;.6;33.1;26.3;22.5;80.1;9.9;.1;
2014-12-29;20.6;28.7;24.9;22.8;85.8;8.1;.5;
2014-12-30;0;32.1;26.4;23;77.9;12.4;.5;
2014-12-31;5.8;30.2;26;23.5;80;7.4;.4;
2015-01-01;1;36.8;28.8;24.3;66.7;13.1;.8;
2015-01-02;.8;28.1;25.7;25.3;76.6;12.3;2.7;
2015-01-03;4.8;26.8;23.3;21;74.2;9.2;.2;
2015-01-04;0;30.6;25;20.7;73.6;6.6;.1;
2015-01-05;0;29.3;25.3;21.9;77.8;9;.9;
2015-01-06;4;29;26.4;23.8;80.2;11.5;1.8;
2015-01-07;0;30.5;27.2;25.2;79.8;11.3;2.1;
2015-01-08;25;35.8;27.9;24.2;77.9;12.1;.2;
2015-01-09;14;34.7;27.6;23.1;75.8;9.7;.7;
2015-01-10;5;32.9;27;24.1;79.5;10.5;.4;
2015-01-11;.6;33.1;27.6;23.1;74.7;9.9;.5;
2015-01-12;4.4;37.5;28.8;23.6;71.8;9.4;1.1;
2015-01-13;2.2;33.5;28.5;24.5;74.3;10.1;.6;
2015-01-14;0;34.5;28.7;24;65.7;9.4;.7;
2015-01-15;1.8;30.7;26.2;23.4;80;13.3;1.2;
2015-01-16;11.6;32.5;26.7;21.9;78.2;10;.6;
2015-01-17;.8;34.7;27.2;23.1;75.1;14.9;.9;
2015-01-18;9.2;30.6;25.7;22.5;82.5;8.5;.8;
2015-01-19;21.4;32.1;26.2;22.3;81;8.5;.3;
2015-01-20;14.2;31;25;22.1;85.2;10.8;.3;
