Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2019-06-16;0;25.5;21.7;19.2;84.9;6.5;1.9;
2019-06-17;0;26.1;22;18.4;77.8;6.2;1.2;
2019-06-18;0;26.1;20.7;16.6;81.7;9.4;1.5;
2019-06-19;.2;27.6;20.7;17.5;78.8;11.2;1.8;
2019-06-20;.2;22.5;18.2;14.8;72.3;5.4;1.3;
2019-06-21;0;23.2;18.3;13.8;72.6;8.2;1.9;
2019-06-22;0;26.2;20.2;16.4;71.1;6.1;1.6;
2019-06-23;.2;27.8;19.3;13;76.3;5.6;.9;
2019-06-24;0;29.2;20.6;14.8;74;5.1;.9;
2019-06-25;0;29.7;22.1;15.5;66.8;7.4;1.7;
2019-06-26;.2;24;15.8;15;80.7;14.3;3.7;
2019-06-27;11.4;19.2;15.2;12.7;77.9;4.4;1;
2019-06-28;0;24.9;19.5;14.3;80.6;10.2;1.9;
2019-06-29;0;28.5;22.6;17.5;77.6;7.2;1.7;
2019-06-30;0;29.6;23.2;18.3;74.2;9.9;1.6;
2019-07-01;.2;22;17.3;16.4;84.7;13.3;3.7;
2019-07-02;12.2;16.3;14.7;13.7;88.5;7.3;1.6;
2019-07-03;6.6;19.2;16.6;13.9;82;9.6;2.1;
2019-07-04;.8;17.3;14.2;10.5;65.6;8.7;2.1;
2019-07-05;0;16.4;12;9.1;59.1;12.9;1.9;
2019-07-06;0;17.4;11.8;5.6;49.6;9;2;
2019-07-07;0;17.1;11.5;4.5;64.3;9;1.2;
2019-07-08;.2;21.2;13.4;6.7;74.1;6.6;1.3;
2019-07-09;0;23.1;14.8;8.9;78.2;8.1;1.3;
2019-07-10;.2;22.5;16.4;10.8;77.8;8.9;1.5;
2019-07-11;.2;25.7;16.5;9.7;74.4;5.6;.8;
2019-07-12;.2;22.3;16.5;10.9;79.3;7.6;1.4;
2019-07-13;0;25.8;19.2;13.9;75.9;11.3;1.5;
2019-07-14;0;22.2;17.6;16.1;86;10.1;1.9;
2019-07-15;12;16.2;15.6;15;88.5;10.9;1.7;
2019-07-16;3;20.4;15.9;12.3;62.8;10.4;2.3;
2019-07-17;0;19.7;14.7;9.8;75.9;5.4;1;
2019-07-18;3.4;20.3;16.4;13.8;85.3;7.4;1.2;
2019-07-19;1.2;21.6;18.4;15.2;80;12.1;1.2;
2019-07-20;.2;22.6;18.1;14.8;79.1;7.5;1.6;
2019-07-21;0;23.1;18.4;14.2;82;8.9;1.5;
2019-07-22;0;22.4;18.8;15.2;83.3;8.5;1.8;
2019-07-23;0;27.2;20.7;16.7;76.2;8.1;2.3;
2019-07-24;0;23.1;19.5;16.3;86.1;9.8;1.9;
2019-07-25;0;23.3;20.2;18.8;85.5;9.7;1.8;
2019-07-26;0;23.1;20.2;18;84.1;7.9;1.6;
2019-07-27;4.6;20;17.3;17;85;12.4;4.2;
2019-07-28;2;17.3;16.2;15.2;75;11.5;2.4;
2019-07-29;0;25.4;19;15.5;77.1;7.9;1.6;
2019-07-30;0;24.6;18.8;15.7;80.7;5.6;1.4;
2019-07-31;0;22.4;18;14.5;81.2;8.5;1.7;
2019-08-01;0;24.4;19.3;14.3;76.7;9.8;2.3;
2019-08-02;.4;19.9;15.8;15.4;79.4;15.2;3.3;
2019-08-03;1.8;17.4;12.2;6.5;68.5;6.5;1.4;
2019-08-04;.2;18;12;6.1;64.1;8.1;1.3;
2019-08-05;0;20.9;14.4;7.9;70.5;5.7;1.3;
2019-08-06;0;22.6;18.7;12.7;78;7.8;1.6;
2019-08-07;0;24.1;20.1;16.3;77.9;10.5;2.2;
2019-08-08;0;26.8;20.4;17.3;81.7;7.3;2.6;
2019-08-09;0;21.5;19.3;18;88.8;8.7;2.3;
2019-08-10;0;31.4;21.1;18.3;77.6;10.6;2.3;
2019-08-11;0;18.9;17.5;16.2;71.2;10;3;
2019-08-12;0;24.9;19.8;16;74;7.2;2;
2019-08-13;1;19.9;16.8;15.9;71.8;15.6;5.1;
2019-08-14;.4;17.9;13;6.2;59.5;13;2.4;
2019-08-15;0;20.2;15.4;10.1;69.4;9.1;1.7;
2019-08-16;0;23.5;18.4;13.7;71;10.9;2.4;
2019-08-17;0;22.8;18.6;14.2;78.6;11.2;2.3;
2019-08-18;0;21.8;18.5;17.1;81;12.5;3.4;
2019-08-19;11.6;16.4;13.9;12.2;73.5;13.5;3.6;
2019-08-20;0;16.7;14.3;12.6;75;7.8;1.9;
2019-08-21;0;17.6;14.5;13.1;75.9;10.3;3.4;
2019-08-22;0;19.3;15.3;10.9;70.9;9.4;1.3;
2019-08-23;1;21.2;16.7;13.9;76.7;12.5;2.2;
2019-08-24;0;20.1;16.5;13.3;67.1;11;1.9;
2019-08-25;.2;22.2;15.8;10.2;73.2;7;1.3;
2019-08-26;.8;21.1;18;14.9;79.8;9.4;1.8;
2019-08-27;0;22.7;19.4;18;77.8;6.9;1.7;
2019-08-28;.6;23.7;19.6;17;80.7;10.9;1.5;
2019-08-29;0;23.2;19.9;18.3;76.7;9.9;2.7;
2019-08-30;0;23.6;19.2;15;80.3;10.2;2.8;
2019-08-31;0;24.5;19.5;17.1;80.6;10.3;2.2;
2019-09-01;11.8;18.5;17;15.3;82.2;11.1;3;
2019-09-02;0;18.5;16.6;14.7;60.8;10.3;2.2;
2019-09-03;0;19.6;16.8;15.4;73.3;11.8;2.5;
2019-09-04;0;17;15.6;15.3;73.5;11.7;4.1;
2019-09-05;0;15.7;14.2;13.1;61.7;11.2;3.1;
2019-09-06;0;16;14.4;13;82.4;5.8;.9;
2019-09-07;8.4;23;18.4;13.9;84.6;7.2;1.9;
2019-09-08;0;22.2;19.4;17.7;82.9;9.9;2.5;
2019-09-09;0;22.2;18.5;17.2;90;8.9;2.3;
2019-09-10;0;25.6;21.3;17.5;77.3;6.6;1.7;
2019-09-11;0;24.5;20.1;16.9;79.1;9.1;2.2;
2019-09-12;0;22.7;19.6;18.1;86;13.6;2.4;
2019-09-13;.8;19.8;18.7;17.5;75.8;13.6;3.9;
2019-09-14;0;21.1;18.5;16.7;78.1;7.6;1.5;
2019-09-15;0;24.7;20.6;17.7;81;10.2;2.7;
2019-09-16;0;25.6;21.7;20.2;82.2;10;2.5;
2019-09-17;0;22.5;20.4;19.8;82.1;12.8;2.6;
2019-09-18;2;21.3;18.9;18.2;85.7;11.6;2.6;
2019-09-19;13;20.9;18.3;16;87;9.2;1.8;
2019-09-20;13.2;21.1;19.4;17.4;80.5;11.5;3.5;
2019-09-21;7;18.8;17.7;16;70.2;12.1;3;
2019-09-22;0;22;18;13;69.2;15.3;2.5;
2019-09-23;0;21.5;16.7;11.5;55.2;12.7;2.2;
2019-09-24;0;20.4;17.3;14.9;72;7.3;1.3;
2019-09-25;0;24.3;18.9;13.5;76.5;8.6;1.4;
2019-09-26;0;25.9;19.7;14.7;77.8;7;1.6;
2019-09-27;0;22.4;19.6;17.3;75.5;13.5;3.8;
2019-09-28;0;22.7;18.6;13.6;62.6;9.6;2.5;
2019-09-29;0;23.6;19.9;17.5;66.3;9.2;2.4;
2019-09-30;4.4;22.5;20.2;18.4;81.3;9.9;2.3;
2019-10-01;0;24.5;21.3;20;76.9;12.5;3.8;
2019-10-02;0;25.2;21.7;19.5;79.4;11.4;2.8;
2019-10-03;0;23.2;21.1;20.5;83.6;9.3;2.5;
2019-10-04;.2;24.8;21.1;18.2;82;7.1;1.3;
2019-10-05;0;25.4;21.6;18.9;79.7;14.6;3.6;
2019-10-06;8.4;21.2;18.7;16.5;80.3;13.5;2.8;
2019-10-07;1.8;22.5;19.2;16.9;80.7;8.1;1.3;
2019-10-08;0;27.4;21.6;17.1;72.1;6.5;1.8;
2019-10-09;0;26.4;21.4;16.8;75.6;10.4;1.7;
2019-10-10;0;26.2;21.4;16;72.5;11.1;2.1;
2019-10-11;0;27.4;22.9;19.9;72.3;12.4;2.7;
2019-10-12;0;27.1;22.5;19.8;80.9;10.6;2.6;
2019-10-13;0;26.5;22.8;21;84.2;10.5;2.8;
2019-10-14;10;24.7;22.3;21.1;85.8;15;3.8;
2019-10-15;.4;19.6;17.6;17;84.3;19.9;3.8;
2019-10-16;10.2;20.9;18.7;16.6;91.4;7.1;1.5;
2019-10-17;10.4;25.5;22.1;18.2;86.4;9.7;1.8;
2019-10-18;.6;29;23.8;21.3;80.2;10.3;2.3;
2019-10-19;0;24.6;21.7;20.6;72.8;13.2;4.8;
2019-10-20;0;23.7;19.1;14.4;67.7;13.1;2.9;
2019-10-21;0;21.6;19;17.3;72.3;8.2;1.9;
2019-10-22;0;25.4;20.5;16.9;75.9;13.6;2.4;
2019-10-23;0;25.9;21.1;18.3;72.5;11.3;2.4;
2019-10-24;0;27;22;18.6;78.5;11.4;1.7;
2019-10-25;0;28.6;22.1;19.3;82.3;10.7;2.1;
2019-10-26;0;23.8;21.7;20.1;80;9.7;1.7;
2019-10-27;0;25.3;22.9;21.1;85.7;8.7;2;
2019-10-28;34.2;28.4;22.8;19.8;81.3;8.5;1.6;
2019-10-29;0;32.3;24;19.7;78.4;19;2.3;
2019-10-30;.2;34.5;24.8;20.1;70.1;17.3;2.5;
2019-10-31;0;30;24.3;21.8;70.5;15.8;3;
2019-11-01;null;23.7;22.5;21.4;82.4;7.5;2.3;
2019-11-02;null;26.2;23.4;21.6;84.1;10;2.3;
2019-11-03;null;29.2;24.5;22.7;78.9;13.1;3.5;
2019-11-04;null;25.6;22.9;19.5;76;9.5;1.8;
2019-11-05;null;26.2;23.3;22;82.1;12.8;2.7;
2019-11-06;null;25.3;21.9;18.1;63.9;10.8;2.7;
2019-11-07;null;23.7;21.2;19.6;76.1;6.9;1.4;
2019-11-08;null;27.5;22.7;18.9;75.6;7.3;1.5;
2019-11-09;null;25.1;22.6;20.7;81.4;6.5;1.3;
2019-11-10;null;28.2;23.7;21.7;79.9;6.6;1.5;
2019-11-11;null;24;21.9;19.7;79.7;8.6;3;
2019-11-12;null;25;22.1;19.3;75.6;8.3;1.9;
2019-11-13;null;26.8;22.9;19;73.8;10.6;2.7;
2019-11-14;null;24.8;22.8;21.5;86.7;9.1;2.2;
2019-11-15;null;25.1;22.2;18.5;71.5;13.1;2.9;
2019-11-16;null;25.4;21;15.4;65.6;11;2.7;
2019-11-17;null;27.3;21.4;15.7;67.2;8.6;2;
2019-11-18;null;28.1;22.4;16.5;64.6;8.4;1.6;
2019-11-19;null;28.1;23.1;17.4;67.7;11.1;2.3;
2019-11-20;null;28.3;24.7;21.5;71.5;11.6;2.5;
2019-11-21;null;28.9;25.3;22.9;72.5;12.8;3;
2019-11-22;null;30.9;25.8;22.4;71.4;11;2.8;
2019-11-23;null;28.1;23.3;22.4;72.8;15.9;3.8;
2019-11-24;null;25.1;21;17.8;56.1;11.9;2.6;
2019-11-25;null;26.3;22.3;18.3;55.4;10.7;2.3;
2019-11-26;null;24;21.8;19.7;63.8;9.1;2.3;
2019-11-27;null;25.7;22.2;20.2;80.8;12.3;3;
2019-11-28;null;25;22.2;18.9;61.8;12.7;3.8;
2019-11-29;null;26.3;21.3;14.7;63.2;11.4;2.4;
2019-11-30;null;28.7;23.8;19.5;67.5;10.3;2.4;
2019-12-01;null;27.4;23.4;20.5;76;16.2;3.1;
2019-12-02;.8;24;20.4;14.3;55.3;11.7;2.9;
2019-12-03;0;26.3;21.7;16.7;56.3;11;2.3;
2019-12-04;.2;25.7;22.4;20.8;66.3;9.2;2.4;
2019-12-05;0;29.3;23;20.9;76;12.9;3;
2019-12-06;37.2;26.7;22;18.4;65.5;8.5;2;
2019-12-07;0;27.5;22.2;16.3;67.5;8.3;2;
2019-12-08;0;28.5;22.9;17.1;66.3;10.3;1.9;
2019-12-09;1;26.9;22.9;19.2;65.7;7.3;2.1;
2019-12-10;0;29.5;24;18.3;68.3;7.2;1.7;
2019-12-11;0;29.5;25.1;21.1;75.2;8.7;1.7;
2019-12-12;0;31.3;26.2;23.9;73.7;19.4;2.1;
2019-12-13;21.8;25.1;23.2;20;68.7;13.4;4.1;
2019-12-14;0;26.9;23.2;20.5;68.2;9.9;2.1;
2019-12-15;1.4;27.2;24.5;22.7;81.9;9.1;2.8;
2019-12-16;2.4;28.5;24.6;22.8;79.5;10.7;2.4;
2019-12-17;8.6;23.9;21.6;21;83.5;11.1;3;
2019-12-18;29.6;25.4;21.3;17.1;72.7;11;2.7;
2019-12-19;1.2;26.2;22.7;19.3;74.9;6.6;1.5;
2019-12-20;0;28.8;24.5;19.8;73.2;12.2;2.2;
2019-12-21;0;30.1;26.1;23.7;73.8;12.4;2.7;
2019-12-22;5;28.4;24.3;23.1;75.7;8.8;2.4;
2019-12-23;0;27.8;23.6;19.7;61.5;8.8;2.3;
2019-12-24;0;28.4;24.1;19.1;66.6;15.2;2.2;
2019-12-25;0;29.8;26;22.4;70.8;11.9;2.7;
2019-12-26;0;31.5;26.6;22.7;71.6;10.9;2.5;
2019-12-27;0;31.2;26.4;21.7;68.2;9.2;2.2;
2019-12-28;0;30.7;26.5;22.6;71.2;12.9;2.5;
2019-12-29;0;32.2;26.9;22.9;69.4;10.9;2.3;
2019-12-30;0;31.4;26.6;21.8;68.8;12.1;2.4;
2019-12-31;0;31;27;24;69.3;11.4;2.6;
2020-01-01;0;33.2;26.8;25.3;75.2;7.9;2.1;
2020-01-02;7;29.4;24.9;23.2;78.2;13.9;3.9;
2020-01-03;1.6;26.7;23.8;21.8;78.5;12.2;3.9;
2020-01-04;9.8;26.9;24.5;22.3;75.5;11.1;3.9;
2020-01-05;.6;30.1;24.3;20.3;74.6;6.6;1.8;
2020-01-06;0;31.3;25.9;21.3;71.9;11.4;1.9;
2020-01-07;0;34.6;26.9;23.2;73.7;12.4;2.3;
2020-01-08;22;28.9;25.6;23.2;78.4;8.4;2.3;
2020-01-09;2.2;33.1;27.5;23.4;72.6;6.6;1.6;
2020-01-10;0;31.2;27.9;25.2;76.3;11;2.4;
2020-01-11;30.8;30.2;26.5;23.2;78;12.4;2.6;
2020-01-12;0;30.4;26.2;21.5;72.4;10;2.3;
2020-01-13;0;29.7;25;19.6;66.9;8.5;2.5;
2020-01-14;.2;30.5;26.5;22.9;65;10.2;2.2;
2020-01-15;0;31.5;26.7;22.3;66.5;12.9;2.9;
2020-01-16;1;29.2;25.4;24.8;72.6;14.8;3.5;
2020-01-17;.2;26.1;22.8;20.1;54.7;10.9;2.6;
2020-01-18;0;27.4;23.2;18.8;60.8;7.5;1.7;
2020-01-19;0;29.2;24.9;20.9;65.5;11.5;2.1;
2020-01-20;0;30.5;25.9;21.4;68.7;10.2;2.2;
2020-01-21;0;29.6;26.1;24;62.3;9.1;2.4;
2020-01-22;1.4;25.5;22.7;21.5;80.3;8.4;1.2;
2020-01-23;27.8;23.8;21.4;19.9;86.5;11.3;2.5;
2020-01-24;20.2;26.6;23;19.5;78.8;11.1;3.1;
2020-01-25;.6;29.3;23.9;17.2;65.4;9.5;1.5;
2020-01-26;0;32;25.3;20;70.6;8.6;1.7;
2020-01-27;0;31.1;25.8;22.5;76;9.8;1.9;
2020-01-28;6;28.6;24.9;21.6;77.3;8.2;1.8;
2020-01-29;0;29.1;25;22.8;80.5;6.4;1.2;
2020-01-30;8.8;32.6;26;23.1;78;13.1;2;
2020-01-31;1;30.2;26.1;22.7;75.7;7.2;1.9;
2020-02-01;0;28.4;25.7;21.6;70.8;10.8;2.9;
2020-02-02;0;28.5;25;21.6;74.5;7.8;2.1;
2020-02-03;2;29;25.3;22.7;74;8.3;2.2;
2020-02-04;2.8;25.5;23.1;21.8;85.8;8.4;1.6;
2020-02-05;66.6;28.3;25;21.5;81.4;8.9;1.9;
2020-02-06;16.8;28.9;25.2;23.3;85.6;6.4;1.3;
2020-02-07;47.2;30;25.6;23.2;82;9.5;1.4;
2020-02-08;18.2;29.9;26.7;23.9;76.6;10.1;2.3;
2020-02-09;.2;29;25.8;25.1;78.3;13.6;3;
2020-02-10;5.6;25.1;23.5;22.2;66.3;10.4;3;
2020-02-11;0;27.1;23.3;19.3;66.8;7.9;2.1;
2020-02-12;2.6;27.4;22.2;19.5;77.4;9;1.6;
2020-02-13;1.2;27.7;22.7;17.9;73.3;7.8;1.6;
2020-02-14;0;29.8;24.7;20;71.2;9.7;1.8;
2020-02-15;0;31.6;26;21.5;71.8;9.6;1.6;
2020-02-16;0;31.6;27.2;23.4;72.3;8.8;2.2;
2020-02-17;0;31.6;27.3;23.3;72.1;10;2.2;
2020-02-18;0;32.3;28;24.2;74.9;11.8;2.2;
2020-02-19;.6;30;27.2;24.8;75.8;10;2.8;
2020-02-20;1.2;31.7;26.2;23.4;77.9;10;2.7;
2020-02-21;0;26.8;23.6;23;66;11.9;3.9;
2020-02-22;0;25.1;21.7;18.2;56;14.5;3;
2020-02-23;0;26.5;21.4;15.8;63.2;10.1;1.8;
2020-02-24;.2;29.2;23.7;18.5;69;10.8;2;
2020-02-25;.4;28.6;25.3;23;73.6;8.3;2;
2020-02-26;25.4;26;22.7;20.8;78.8;14.8;2.6;
2020-02-27;3;26.6;21.9;16.4;61.5;11.1;2.4;
2020-02-28;0;29.3;23.3;17.6;62.5;8.1;1.6;
2020-02-29;0;29.3;23.7;18.9;68.1;7.6;1.8;
2020-03-01;0;27.5;23.4;18.5;70.2;8.8;2.2;
2020-03-02;2.4;26;22.5;19.4;75.5;10;2.5;
2020-03-03;18.4;26.2;21.8;19.5;83.1;8.7;1.7;
2020-03-04;3.2;27.5;22.9;18.5;72.4;9.8;2;
2020-03-05;0;26.5;23.3;19.7;68.9;9.6;2.6;
2020-03-06;0;27;22.2;17.3;72.3;8.9;2.2;
2020-03-07;0;28.5;23.9;19.7;69.8;8.8;1.8;
2020-03-08;0;28.3;24.5;20.3;69.8;10.4;2;
2020-03-09;0;30.8;25;19.5;68.3;10.1;2.2;
2020-03-10;0;31.1;25.3;20.2;71.7;8;1.7;
2020-03-11;0;30.6;25.7;21.7;70.6;9.4;1.9;
2020-03-12;.4;30.6;25.6;21.6;71.6;10.6;2.3;
2020-03-13;0;31.1;25.9;21.6;70.5;8.2;2.1;
2020-03-14;0;31.6;26.2;22;69.8;10.1;2.3;
2020-03-15;0;32.1;27.1;22.6;70.1;8.6;2.2;
2020-03-16;0;30.2;25.5;22.6;79.2;9.1;2.1;
2020-03-17;6.2;27.2;24.3;23.1;82.1;8.1;2.4;
2020-03-18;0;27.5;24.4;22.1;83.4;8.2;1.6;
2020-03-19;.6;32.1;26.5;22.6;73.5;7.9;1.9;
2020-03-20;.2;27.3;24.8;22.6;71.6;13.1;3;
2020-03-21;0;27.8;23.4;18;66.2;10;2.1;
2020-03-22;5.6;29.3;24;20.4;72.9;6.2;1.6;
2020-03-23;0;29.4;24.8;20.3;65.8;8.5;1.6;
2020-03-24;0;28.3;23.4;19.9;71.2;7.2;1.7;
2020-03-25;.8;28.5;24.2;20.3;63.3;8.9;1.9;
2020-03-26;0;30.7;24.5;19.6;62.3;8.6;1.8;
2020-03-27;1.8;28.5;24.8;20.9;67.6;7.5;1.7;
2020-03-28;0;29.8;23.8;19.3;73.4;9.2;1.7;
2020-03-29;0;28;24.5;21.1;75.9;5.8;1.3;
2020-03-30;0;32;26.1;21.8;73.2;7;1.7;
2020-03-31;0;32.1;26.1;21.6;73.7;6;1.4;
2020-04-01;0;30.2;25.7;23.5;73;8.2;1.9;
2020-04-02;.4;27.9;25.4;23.8;76.6;11.7;2.6;
2020-04-03;0;29.6;23.6;18.2;52.7;9.6;2.3;
2020-04-04;0;27.5;22.2;17.7;54;11;2.8;
2020-04-05;0;28;21.9;16.5;68;9.4;1.6;
2020-04-06;0;26.9;22.7;21;76.2;8.4;1.9;
2020-04-07;9.8;22.9;20.6;17.6;75.2;12.9;3.3;
2020-04-08;0;24.7;19.5;14.3;54;11;2.4;
2020-04-09;0;24.8;19.3;12.1;59.5;9.6;2.1;
2020-04-10;0;24.4;20.3;14.9;63.2;9.5;2.1;
2020-04-11;0;24.8;19.3;13.3;67.5;8.1;1.8;
2020-04-12;0;27.1;20.6;14.7;68;6.7;1.5;
2020-04-13;0;26.7;21.4;16.7;73.3;9.8;1.6;
2020-04-14;.2;28;22.7;19.8;73.1;9.1;1.8;
2020-04-15;1.8;26.1;20;11.7;50.7;8.1;1.8;
2020-04-16;0;26.4;18.9;11.3;48.4;6.4;1.3;
2020-04-17;0;26.2;19.1;12.8;67.8;9.5;2;
2020-04-18;0;25.9;20.6;15.7;73.5;7.6;1.9;
2020-04-19;0;26.1;21;17.1;70.4;6;1.1;
2020-04-20;0;27.7;21.1;15.7;71.6;8;1.4;
2020-04-21;0;29;21.7;16;72.9;7.7;1.4;
2020-04-22;0;28.8;21.7;16.4;75.9;6.8;1.4;
2020-04-23;0;28.1;22.2;16.7;71.5;6.8;1.3;
2020-04-24;0;26.9;22.1;17.5;74.1;9.4;1.6;
2020-04-25;.2;28.7;24.5;22.5;73.5;9.8;2.6;
2020-04-26;0;28.8;23;18.4;78.7;13.3;2.1;
2020-04-27;0;26.3;23.4;22.3;76.3;9;2.6;
2020-04-28;0;26.2;22.8;20.1;80.3;8.3;1.6;
2020-04-29;2.8;29.7;24.3;20.5;75.1;7.4;2;
2020-04-30;0;26;22.7;21.1;74.8;7.9;2.1;
2020-05-01;0;25;21.4;20.2;67;7.2;1.9;
2020-05-02;0;24.2;20.9;17.3;64.9;12.2;2.4;
2020-05-03;0;24.3;19.3;14.2;62.5;8.8;1.5;
2020-05-04;0;25.6;19.4;13.6;71.3;9;1.7;
2020-05-05;0;24.5;20.2;16.8;76.4;6.8;1.1;
2020-05-06;.8;20.7;18.1;17.7;78.5;12.2;2.2;
2020-05-07;2;22.6;16.9;10.7;63.5;11.9;2.3;
2020-05-08;0;24.2;17.6;11.8;69.1;8;1.2;
2020-05-09;0;25.4;19.2;13.4;71.8;11.1;1.6;
2020-05-10;0;26.3;21.7;18;69.8;10.3;2.2;
2020-05-11;0;28.4;22;17.3;70.9;8.5;1.8;
2020-05-12;0;24.9;20.5;16.6;82.3;7.5;1;
2020-05-13;1.8;25.5;21.3;19.3;83;7.7;1.5;
2020-05-14;4.4;21.9;19.5;18;66.9;11.3;3.8;
2020-05-15;0;21.6;16.4;10.4;63.5;8.7;1;
2020-05-16;0;23.7;17.8;12.9;74.3;4.6;.8;
2020-05-17;0;27.4;18.1;11.8;73.6;2.5;.4;
2020-05-18;0;25.2;18;12.2;74;5.2;.8;
2020-05-19;0;26;19;13.2;73.9;6.8;.9;
2020-05-20;.2;25.2;20.8;17;83.3;7.9;1.4;
2020-05-21;0;26;22.7;21.2;78.1;8.3;2.3;
2020-05-22;4.2;24.5;22.1;20;79.2;8.4;1.3;
2020-05-23;.4;26.6;22;19.1;57.8;11;2.2;
2020-05-24;.2;25;19.3;14.1;61.6;11;1.9;
2020-05-25;0;25.8;19.2;15;55.5;12.1;2.1;
2020-05-26;0;22.4;16.6;10.2;56;7.5;1.8;
2020-05-27;0;20.3;14.5;8.4;70.9;4.2;1.1;
2020-05-28;0;22.7;15.9;10.2;77.4;7;1.1;
2020-05-29;.2;24.7;17.2;11;77;9.3;1.6;
2020-05-30;0;25;17.2;11.7;77.6;6.4;.8;
2020-05-31;.2;29.1;18.2;10.1;68;5.5;.9;
2020-06-01;0;22.1;17.6;17.1;76.5;10.1;3.6;
2020-06-02;1;18.4;16;14.2;65.2;10.1;1.4;
2020-06-03;0;21.6;16.4;11.9;69.3;5.8;1.2;
2020-06-04;0;20.8;17.9;15.9;76.5;5.3;1.2;
2020-06-05;3.8;19;18.2;17.3;90.5;3.7;.6;
2020-06-06;62.2;24.6;21.2;17.9;81.9;12.5;2.3;
2020-06-07;0;25.1;19.5;14.9;65.3;9.2;1.8;
2020-06-08;0;22.6;17.1;12.3;76.8;4.2;1;
2020-06-09;0;25.6;19.7;17;79;9.7;1.8;
2020-06-10;6.8;20.2;18.8;17.9;87.8;9;1.4;
2020-06-11;12;27.9;20.6;18.4;86.1;8.8;1.2;
2020-06-12;0;29.4;21.8;18.2;83.7;6.8;1.6;
2020-06-13;.2;29.5;20.4;18.6;82.6;14;2.3;
2020-06-14;.4;18.1;15.8;14.1;64.3;11.6;3.5;
2020-06-15;0;21.2;16.6;13.6;70.5;5.5;1.1;
2020-06-16;.8;21.4;18.8;15.7;86.5;6.1;1.2;
2020-06-17;3.6;22.9;20.8;18.3;83.3;10.4;2.2;
2020-06-18;1.2;23.8;21;19.4;81.5;9.6;2.4;
2020-06-19;0;28.1;20.9;18.1;78.7;5.1;1.1;
2020-06-20;.2;30.5;22.7;17;72.6;6.3;1.5;
2020-06-21;0;33;23.6;17.7;65.7;8.2;1.2;
2020-06-22;0;25.1;20.1;15.6;80.3;9.3;2;
2020-06-23;0;26.8;20.9;16.7;80.4;8.5;1.7;
2020-06-24;0;29.5;22.1;18;68.5;9.7;2.5;
2020-06-25;0;27.4;20.7;15.4;74.5;14.6;1.7;
2020-06-26;5.2;20.3;16.1;14;64.1;15.3;4.3;
2020-06-27;2.8;15.3;13.3;10.8;73.8;10.1;2;
2020-06-28;2.6;19.4;15.2;11.4;72.5;6.5;1.3;
2020-06-29;0;19.4;15.8;12;80;5.4;.9;
2020-06-30;14.2;22.2;19;15.1;80.5;25.6;2.6;
2020-07-01;9;22.6;18.1;14.2;44.6;19;3.9;
2020-07-02;0;16.5;13.4;9.6;67;8.2;1.7;
2020-07-03;0;16.6;12;8;69.8;6.8;1.5;
2020-07-04;0;21.5;14.1;7.7;69.5;10;1.6;
2020-07-05;0;23.4;18.3;14.8;72.7;8.3;1.7;
2020-07-06;3.6;18.4;16.9;16.9;83.3;10;2.4;
2020-07-07;20.6;17.3;15.5;14.2;90.8;6;.6;
2020-07-08;3;23;18.7;14.8;80.6;8.2;1.5;
2020-07-09;1.4;20.8;15.4;9.9;64.5;9.5;2.1;
2020-07-10;0;20.3;14.3;8.4;76.1;9.1;1.6;
2020-07-11;.2;21.2;16.6;14.2;82.4;10.5;1.7;
2020-07-12;28.8;22.9;18.3;15.5;83.6;13.1;1.9;
2020-07-13;1;18.7;16.2;15.7;85.2;9.2;2.7;
2020-07-14;4.6;16.8;14.3;13.2;69.8;9.4;2.5;
2020-07-15;0;16.9;13;8.4;70.5;6.7;1.3;
2020-07-16;0;18.8;13.5;8.1;76.2;8;1.2;
2020-07-17;16.2;22.7;17.2;11.9;82;6.1;1.2;
2020-07-18;0;23.2;19.8;16.8;77.8;10.2;2.2;
2020-07-19;0;23.7;20.6;18.7;76.9;7.4;1.9;
2020-07-20;0;26.1;20.2;16.2;80.5;6.7;1.5;
2020-07-21;.2;28.6;20.4;15.2;74.8;4.8;.9;
2020-07-22;0;27.4;19.6;14.1;74.8;3.1;.5;
2020-07-23;0;25.7;19.6;14.5;76.6;6.8;1.2;
2020-07-24;.2;23.6;19.5;15.2;82;9.4;1.9;
2020-07-25;0;20.1;17.3;16.1;81.9;12.8;2.6;
2020-07-26;0;19.1;15.8;12.5;69.7;8.1;1.7;
2020-07-27;0;21.5;18.6;14.3;73;7;1.7;
2020-07-28;0;20;16.5;14.9;86.5;13.1;3;
2020-07-29;14.2;15.2;13.2;11.9;67.4;12.7;4;
2020-07-30;0;18;12.2;6;69.7;12.6;1.4;
